Tm,Tgt_20,Rec_20,Ctch%_20,Yds_20,TD_20,%Tgt_20,Tgt_10,Rec_10,Ctch%_10,Yds_10,TD_10,%Tgt_10,Highlights,Player,Year
NYJ,8,6,75.00%,31,1,9.30%,3,2,66.67%,12,1,7.30%,All Breece Hall red zone receiving plays,Breece Hall,2024
BAL,8,6,75.00%,62,2,13.10%,2,0,0.00%,0,0,6.70%,All Justice Hill red zone receiving plays,Justice Hill,2024
MIN,8,3,37.50%,20,0,9.20%,1,0,0.00%,0,0,2.30%,All T.J. Hockenson red zone receiving plays,T.J. Hockenson,2024
NWE,8,4,50.00%,32,2,14.50%,1,1,100.00%,5,1,4.20%,All Austin Hooper red zone receiving plays,Austin Hooper,2024
TAM,8,7,87.50%,30,0,10.40%,5,4,80.00%,8,0,10.40%,All Bucky Irving red zone receiving plays,Bucky Irving,2024
PIT,8,5,62.50%,27,2,14.00%,7,4,57.14%,15,2,28.00%,All Van Jefferson red zone receiving plays,Van Jefferson,2024
CHI,8,8,100.00%,31,3,11.80%,5,5,100.00%,17,3,20.80%,All Cole Kmet red zone receiving plays,Cole Kmet,2024
TAM,8,7,87.50%,65,4,10.40%,5,4,80.00%,23,1,10.40%,All Jalen McMillan red zone receiving plays,Jalen McMillan,2024
DET,8,6,75.00%,37,3,9.00%,5,4,80.00%,16,2,12.20%,All Tim Patrick red zone receiving plays,Tim Patrick,2024
BUF,8,7,87.50%,43,2,13.80%,2,2,100.00%,8,1,7.10%,All Khalil Shakir red zone receiving plays,Khalil Shakir,2024
SEA,8,7,87.50%,47,1,15.10%,1,0,0.00%,0,0,3.80%,All Kenneth Walker red zone receiving plays,Kenneth Walker,2024
GNB,8,2,25.00%,11,1,11.30%,2,1,50.00%,2,1,8.00%,All Christian Watson red zone receiving plays,Christian Watson,2024
LAR,8,6,75.00%,30,2,10.70%,4,4,100.00%,6,1,10.30%,All Kyren Williams red zone receiving plays,Kyren Williams,2024
WAS,8,7,87.50%,43,2,11.80%,3,2,66.67%,11,2,9.40%,All Olamide Zaccheaus red zone receiving plays,Olamide Zaccheaus,2024
CLE,7,3,42.86%,28,2,12.30%,4,2,50.00%,12,1,14.80%,All Jordan Akins red zone receiving plays,Jordan Akins,2024
SEA,7,6,85.71%,49,4,13.20%,4,3,75.00%,17,3,15.40%,All AJ Barner red zone receiving plays,AJ Barner,2024
TEN,7,2,28.57%,13,0,15.60%,3,0,0.00%,0,0,13.60%,All Tyler Boyd red zone receiving plays,Tyler Boyd,2024
CAR,7,3,42.86%,33,1,9.70%,3,0,0.00%,0,0,9.40%,All Jalen Coker red zone receiving plays,Jalen Coker,2024
ARI,7,7,100.00%,42,2,11.50%,2,2,100.00%,7,2,6.70%,All Greg Dortch red zone receiving plays,Greg Dortch,2024
BAL,7,3,42.86%,31,3,11.50%,6,2,33.33%,15,2,20.00%,All Zay Flowers red zone receiving plays,Zay Flowers,2024
BUF,7,5,71.43%,28,4,12.10%,6,4,66.67%,17,3,21.40%,All Mack Hollins red zone receiving plays,Mack Hollins,2024
SEA,7,2,28.57%,11,0,13.20%,5,0,0.00%,0,0,19.20%,All D.K. Metcalf red zone receiving plays,D.K. Metcalf,2024
HOU,7,3,42.86%,15,1,10.90%,3,0,0.00%,0,0,8.30%,All John Metchie red zone receiving plays,John Metchie,2024
HOU,7,3,42.86%,20,1,10.90%,5,3,60.00%,20,1,13.90%,All Joe Mixon red zone receiving plays,Joe Mixon,2024
MIN,7,4,57.14%,26,4,8.00%,5,4,80.00%,26,4,11.40%,All Jalen Nailor red zone receiving plays,Jalen Nailor,2024
LAC,7,3,42.86%,11,0,14.00%,2,1,50.00%,4,0,9.10%,All Josh Palmer red zone receiving plays,Josh Palmer,2024
SFO,7,6,85.71%,31,2,9.20%,3,2,66.67%,9,2,8.30%,All Ricky Pearsall red zone receiving plays,Ricky Pearsall,2024
TEN,7,4,57.14%,23,1,15.60%,3,1,33.33%,0,0,13.60%,All Calvin Ridley red zone receiving plays,Calvin Ridley,2024
ATL,7,7,100.00%,46,1,12.30%,1,1,100.00%,6,1,5.30%,All Bijan Robinson red zone receiving plays,Bijan Robinson,2024
HOU,7,5,71.43%,31,1,10.90%,2,2,100.00%,16,1,5.60%,All Dalton Schultz red zone receiving plays,Dalton Schultz,2024
CAR,7,5,71.43%,41,2,9.70%,2,1,50.00%,8,1,6.30%,All Adam Thielen red zone receiving plays,Adam Thielen,2024
DAL,7,3,42.86%,31,1,11.10%,2,0,0.00%,0,0,7.10%,All KaVontae Turpin red zone receiving plays,KaVontae Turpin,2024
DEN,7,6,85.71%,45,3,10.60%,3,3,100.00%,15,3,10.00%,All Devaughn Vele red zone receiving plays,Devaughn Vele,2024
ARI,7,6,85.71%,45,3,11.50%,5,4,80.00%,24,2,16.70%,All Michael Wilson red zone receiving plays,Michael Wilson,2024
LVR,6,6,100.00%,30,3,10.70%,4,4,100.00%,18,3,14.30%,All Ameer Abdullah red zone receiving plays,Ameer Abdullah,2024
SFO,6,3,50.00%,34,0,7.90%,2,1,50.00%,9,0,5.60%,All Brandon Aiyuk red zone receiving plays,Brandon Aiyuk,2024
IND,6,2,33.33%,24,1,10.70%,1,0,0.00%,0,0,4.50%,All Mo Alie-Cox red zone receiving plays,Mo Alie-Cox,2024
TAM,6,6,100.00%,38,3,7.80%,5,5,100.00%,22,3,10.40%,All Chris Godwin red zone receiving plays,Chris Godwin,2024
CIN,6,2,33.33%,9,0,5.20%,5,2,40.00%,9,0,7.70%,All Trenton Irwin red zone receiving plays,Trenton Irwin,2024
NOR,6,5,83.33%,42,3,15.40%,2,1,50.00%,1,1,14.30%,All Juwan Johnson red zone receiving plays,Juwan Johnson,2024
BUF,6,4,66.67%,31,2,10.30%,1,1,100.00%,4,1,3.60%,All Ty Johnson red zone receiving plays,Ty Johnson,2024
LVR,6,4,66.67%,26,0,10.70%,2,1,50.00%,5,0,7.10%,All Michael Mayer red zone receiving plays,Michael Mayer,2024
ATL,6,2,33.33%,16,1,10.50%,2,0,0.00%,0,0,10.50%,All Darnell Mooney red zone receiving plays,Darnell Mooney,2024
CLE,6,3,50.00%,18,0,10.50%,2,1,50.00%,3,0,7.40%,All Elijah Moore red zone receiving plays,Elijah Moore,2024
IND,6,4,66.67%,30,4,10.70%,4,3,75.00%,17,3,18.20%,All Alec Pierce red zone receiving plays,Alec Pierce,2024
BUF,6,3,50.00%,28,1,10.30%,2,1,50.00%,1,0,7.10%,All Curtis Samuel red zone receiving plays,Curtis Samuel,2024
KAN,6,4,66.67%,34,2,6.30%,2,1,50.00%,7,1,4.30%,All JuJu Smith-Schuster red zone receiving plays,JuJu Smith-Schuster,2024
JAX,6,2,33.33%,10,2,10.20%,4,2,50.00%,10,2,13.30%,All Brenton Strange red zone receiving plays,Brenton Strange,2024
PIT,6,3,50.00%,16,0,10.50%,1,0,0.00%,0,0,4.00%,All Jaylen Warren red zone receiving plays,Jaylen Warren,2024
JAX,6,2,33.33%,11,2,10.20%,3,2,66.67%,11,2,10.00%,All Parker Washington red zone receiving plays,Parker Washington,2024
LAR,5,1,20.00%,5,0,6.70%,2,1,50.00%,5,0,5.10%,All Davis Allen red zone receiving plays,Davis Allen,2024
ARI,5,5,100.00%,23,1,8.20%,1,1,100.00%,2,1,3.30%,All James Conner red zone receiving plays,James Conner,2024
2TM,5,4,80.00%,28,2,0.00%,2,2,100.00%,6,1,0.00%,All Amari Cooper red zone receiving plays,Amari Cooper,2024
HOU,5,5,100.00%,34,3,7.80%,4,4,100.00%,21,3,11.10%,All Stefon Diggs red zone receiving plays,Stefon Diggs,2024
LAC,5,5,100.00%,18,0,10.00%,0,0,0.00%,0,0,0.00%,All J.K. Dobbins red zone receiving plays,J.K. Dobbins,2024
NWE,5,4,80.00%,14,1,9.10%,2,1,50.00%,3,1,8.30%,All Demario Douglas red zone receiving plays,Demario Douglas,2024
DAL,5,4,80.00%,15,2,7.90%,2,1,50.00%,3,1,7.10%,All Rico Dowdle red zone receiving plays,Rico Dowdle,2024
JAX,5,2,40.00%,5,0,8.50%,2,0,0.00%,0,0,6.70%,All Travis Etienne red zone receiving plays,Travis Etienne,2024
SEA,5,2,40.00%,23,1,9.40%,1,0,0.00%,0,0,3.80%,All Noah Fant red zone receiving plays,Noah Fant,2024
DEN,5,3,60.00%,17,2,7.60%,2,2,100.00%,9,2,6.70%,All Troy Franklin red zone receiving plays,Troy Franklin,2024
IND,5,3,60.00%,10,0,8.90%,2,2,100.00%,9,0,9.10%,All Kylen Granson red zone receiving plays,Kylen Granson,2024
KAN,5,4,80.00%,11,0,5.20%,2,1,50.00%,-2,0,4.30%,All Mecole Hardman red zone receiving plays,Mecole Hardman,2024
BAL,5,4,80.00%,25,2,8.20%,2,1,50.00%,5,1,6.70%,All Derrick Henry red zone receiving plays,Derrick Henry,2024
LAR,5,2,40.00%,17,2,6.70%,3,1,33.33%,6,1,7.70%,All Tyler Higbee red zone receiving plays,Tyler Higbee,2024
MIA,5,3,60.00%,21,0,6.00%,1,1,100.00%,4,0,2.50%,All Julian Hill red zone receiving plays,Julian Hill,2024
DEN,5,2,40.00%,15,0,7.60%,4,1,25.00%,6,0,13.30%,All Lil'Jordan Humphrey red zone receiving plays,Lil'Jordan Humphrey,2024
NOR,5,2,40.00%,14,0,12.80%,0,0,0.00%,0,0,0.00%,All Alvin Kamara red zone receiving plays,Alvin Kamara,2024
JAX,5,2,40.00%,18,1,8.50%,3,1,33.33%,8,1,10.00%,All Christian Kirk red zone receiving plays,Christian Kirk,2024
ATL,5,3,60.00%,18,1,8.80%,1,0,0.00%,0,0,5.30%,All Ray-Ray McCloud red zone receiving plays,Ray-Ray McCloud,2024
DEN,5,5,100.00%,29,2,7.60%,3,3,100.00%,12,1,10.00%,All Marvin Mims red zone receiving plays,Marvin Mims,2024
IND,5,0,0.00%,0,0,8.90%,2,0,0.00%,0,0,9.10%,All Adonai Mitchell red zone receiving plays,Adonai Mitchell,2024
MIN,5,3,60.00%,13,2,5.70%,3,3,100.00%,13,2,6.80%,All Johnny Mundt red zone receiving plays,Johnny Mundt,2024
HOU,5,2,40.00%,7,1,7.80%,3,1,33.33%,1,1,8.30%,All Dare Ogunbowale red zone receiving plays,Dare Ogunbowale,2024
TEN,5,3,60.00%,20,1,11.10%,1,0,0.00%,0,0,4.50%,All Chigoziem Okonkwo red zone receiving plays,Chigoziem Okonkwo,2024
NOR,5,3,60.00%,36,1,12.80%,1,0,0.00%,0,0,7.10%,All Chris Olave red zone receiving plays,Chris Olave,2024
CAR,5,4,80.00%,15,1,6.90%,4,3,75.00%,13,1,12.50%,All Ja'Tavion Sanders red zone receiving plays,Ja'Tavion Sanders,2024
TAM,5,2,40.00%,16,1,6.50%,4,1,25.00%,4,1,8.30%,All Sterling Shepard red zone receiving plays,Sterling Shepard,2024
NYG,5,0,0.00%,0,0,11.40%,0,0,0.00%,0,0,0.00%,All Darius Slayton red zone receiving plays,Darius Slayton,2024
CLE,5,2,40.00%,17,1,8.80%,2,1,50.00%,0,0,7.40%,All Cedric Tillman red zone receiving plays,Cedric Tillman,2024
NYG,5,4,80.00%,15,1,11.40%,2,1,50.00%,2,1,8.30%,All Tyrone Tracy red zone receiving plays,Tyrone Tracy,2024
LVR,5,5,100.00%,54,2,8.90%,1,1,100.00%,8,1,3.60%,All Tre Tucker red zone receiving plays,Tre Tucker,2024
TEN,5,4,80.00%,17,3,11.10%,4,3,75.00%,18,3,18.20%,All Nick Vannett red zone receiving plays,Nick Vannett,2024
DET,5,5,100.00%,26,2,5.60%,3,3,100.00%,15,2,7.30%,All Brock Wright red zone receiving plays,Brock Wright,2024
DEN,4,4,100.00%,35,3,6.10%,1,1,100.00%,3,1,3.30%,All Nate Adkins red zone receiving plays,Nate Adkins,2024
2TM,4,3,75.00%,20,3,0.00%,4,3,75.00%,20,3,0.00%,All Cam Akers red zone receiving plays,Cam Akers,2024
PIT,4,2,50.00%,12,0,7.00%,2,0,0.00%,0,0,8.00%,All Calvin Austin red zone receiving plays,Calvin Austin,2024
MIA,4,1,25.00%,5,0,4.80%,2,0,0.00%,0,0,5.00%,All Odell Beckham red zone receiving plays,Odell Beckham,2024
DAL,4,1,25.00%,17,1,6.30%,3,0,0.00%,0,0,10.70%,All Jalen Brooks red zone receiving plays,Jalen Brooks,2024
WAS,4,1,25.00%,11,0,5.90%,2,0,0.00%,0,0,6.30%,All Dyami Brown red zone receiving plays,Dyami Brown,2024
CIN,4,1,25.00%,11,0,3.40%,2,0,0.00%,0,0,3.10%,All Jermaine Burton red zone receiving plays,Jermaine Burton,2024
DAL,4,3,75.00%,6,0,6.30%,3,2,66.67%,0,0,10.70%,All Jake Ferguson red zone receiving plays,Jake Ferguson,2024
PIT,4,4,100.00%,33,0,7.00%,0,0,0.00%,0,0,0.00%,All Najee Harris red zone receiving plays,Najee Harris,2024
GNB,4,3,75.00%,14,1,5.60%,3,2,66.67%,5,1,12.00%,All Josh Jacobs red zone receiving plays,Josh Jacobs,2024
BUF,4,1,25.00%,12,1,6.90%,2,0,0.00%,0,0,7.10%,All Dawson Knox red zone receiving plays,Dawson Knox,2024
SFO,4,3,75.00%,14,0,5.30%,1,1,100.00%,5,0,2.80%,All Christian McCaffrey red zone receiving plays,Christian McCaffrey,2024
NWE,4,2,50.00%,7,2,7.30%,2,2,100.00%,7,2,8.30%,All Ja'Lynn Polk red zone receiving plays,Ja'Lynn Polk,2024
WAS,4,2,50.00%,7,0,5.90%,0,0,0.00%,0,0,0.00%,All Brian Robinson red zone receiving plays,Brian Robinson,2024
DEN,4,3,75.00%,35,2,6.10%,1,0,0.00%,0,0,3.30%,All Adam Trautman red zone receiving plays,Adam Trautman,2024
TEN,4,2,50.00%,20,1,8.90%,2,1,50.00%,7,0,9.10%,All Josh Whyle red zone receiving plays,Josh Whyle,2024
DEN,4,1,25.00%,11,0,6.10%,1,0,0.00%,0,0,3.30%,All Javonte Williams red zone receiving plays,Javonte Williams,2024
LAR,3,2,66.67%,13,0,4.00%,1,0,0.00%,0,0,2.60%,All Tutu Atwell red zone receiving plays,Tutu Atwell,2024
NWE,3,1,33.33%,4,0,5.50%,2,1,50.00%,4,0,8.30%,All Kayshon Boutte red zone receiving plays,Kayshon Boutte,2024
GNB,3,2,66.67%,1,0,4.20%,0,0,0.00%,0,0,0.00%,All Chris Brooks red zone receiving plays,Chris Brooks,2024
WAS,3,2,66.67%,10,0,4.40%,2,1,50.00%,8,0,6.30%,All Noah Brown red zone receiving plays,Noah Brown,2024
CHI,3,2,66.67%,16,0,4.40%,1,1,100.00%,7,0,4.20%,All DeAndre Carter red zone receiving plays,DeAndre Carter,2024
BUF,3,2,66.67%,21,2,5.20%,1,1,100.00%,4,1,3.60%,All James Cook red zone receiving plays,James Cook,2024
WAS,3,3,100.00%,22,2,4.40%,2,2,100.00%,15,2,6.30%,All Jamison Crowder red zone receiving plays,Jamison Crowder,2024
NYJ,3,2,66.67%,19,1,3.50%,1,1,100.00%,4,1,2.40%,All Isaiah Davis red zone receiving plays,Isaiah Davis,2024
ARI,3,3,100.00%,9,0,4.90%,0,0,0.00%,0,0,0.00%,All Emari Demercado red zone receiving plays,Emari Demercado,2024
WAS,3,2,66.67%,7,0,4.40%,1,1,100.00%,3,0,3.10%,All Austin Ekeler red zone receiving plays,Austin Ekeler,2024
JAX,3,3,100.00%,34,1,5.10%,0,0,0.00%,0,0,0.00%,All Evan Engram red zone receiving plays,Evan Engram,2024
PHI,3,3,100.00%,35,0,5.60%,0,0,0.00%,0,0,0.00%,All Kenneth Gainwell red zone receiving plays,Kenneth Gainwell,2024
CIN,3,2,66.67%,4,0,2.60%,1,0,0.00%,0,0,1.50%,All Khalil Herbert red zone receiving plays,Khalil Herbert,2024
ARI,3,3,100.00%,27,2,4.90%,2,2,100.00%,9,1,6.70%,All Elijah Higgins red zone receiving plays,Elijah Higgins,2024
CIN,3,3,100.00%,19,1,2.60%,2,2,100.00%,6,1,3.10%,All Tanner Hudson red zone receiving plays,Tanner Hudson,2024
LAC,3,0,0.00%,0,0,6.00%,3,0,0.00%,0,0,13.60%,All Hayden Hurst red zone receiving plays,Hayden Hurst,2024
JAX,3,0,0.00%,0,0,5.10%,1,0,0.00%,0,0,3.30%,All D'Ernest Johnson red zone receiving plays,D'Ernest Johnson,2024
WAS,3,2,66.67%,15,0,4.40%,2,1,50.00%,5,0,6.30%,All Luke McCaffrey red zone receiving plays,Luke McCaffrey,2024
DEN,3,3,100.00%,11,2,4.50%,2,2,100.00%,13,2,6.70%,All Jaleel McLaughlin red zone receiving plays,Jaleel McLaughlin,2024
TAM,3,2,66.67%,14,2,3.90%,1,1,100.00%,1,1,2.10%,All Ryan Miller red zone receiving plays,Ryan Miller,2024
DET,3,3,100.00%,12,0,3.40%,0,0,0.00%,0,0,0.00%,All David Montgomery red zone receiving plays,David Montgomery,2024
CIN,3,2,66.67%,5,1,2.60%,1,1,100.00%,1,1,1.50%,All Zack Moss red zone receiving plays,Zack Moss,2024
IND,3,2,66.67%,17,1,5.40%,0,0,0.00%,0,0,0.00%,All Andrew Ogletree red zone receiving plays,Andrew Ogletree,2024
MIN,3,3,100.00%,21,3,3.40%,2,2,100.00%,7,2,4.50%,All Josh Oliver red zone receiving plays,Josh Oliver,2024
NWE,3,2,66.67%,12,0,5.50%,1,1,100.00%,7,0,4.20%,All K.J. Osborn red zone receiving plays,K.J. Osborn,2024
KAN,3,1,33.33%,7,1,3.10%,3,1,33.33%,7,1,6.50%,All Samaje Perine red zone receiving plays,Samaje Perine,2024
NOR,3,1,33.33%,5,1,7.70%,2,1,50.00%,5,1,14.30%,All Dante Pettis red zone receiving plays,Dante Pettis,2024
TEN,3,2,66.67%,24,0,6.70%,1,0,0.00%,0,0,4.50%,All Tony Pollard red zone receiving plays,Tony Pollard,2024
2TM,3,2,66.67%,14,1,0.00%,2,1,50.00%,9,1,0.00%,All Josh Reynolds red zone receiving plays,Josh Reynolds,2024
NYJ,3,2,66.67%,16,0,3.50%,0,0,0.00%,0,0,0.00%,All Jeremy Ruckert red zone receiving plays,Jeremy Ruckert,2024
SFO,3,2,66.67%,1,1,3.90%,2,1,50.00%,2,1,5.60%,All Eric Saubert red zone receiving plays,Eric Saubert,2024
IND,3,2,66.67%,3,0,5.40%,0,0,0.00%,0,0,0.00%,All Trey Sermon red zone receiving plays,Trey Sermon,2024
MIA,3,1,33.33%,8,0,3.60%,2,0,0.00%,0,0,5.00%,All Durham Smythe red zone receiving plays,Durham Smythe,2024
HOU,3,3,100.00%,24,1,4.70%,1,1,100.00%,2,0,2.80%,All Cade Stover red zone receiving plays,Cade Stover,2024
IND,3,2,66.67%,11,1,5.40%,1,1,100.00%,7,1,4.50%,All Jonathan Taylor red zone receiving plays,Jonathan Taylor,2024
CAR,3,2,66.67%,15,2,4.20%,1,1,100.00%,3,1,3.10%,All Tommy Tremble red zone receiving plays,Tommy Tremble,2024
KAN,3,3,100.00%,23,2,3.10%,1,1,100.00%,6,1,2.20%,All Justin Watson red zone receiving plays,Justin Watson,2024
LVR,3,2,66.67%,18,1,5.40%,2,1,50.00%,9,1,7.10%,All Kristian Wilkerson red zone receiving plays,Kristian Wilkerson,2024
PHI,3,1,33.33%,5,1,5.60%,3,1,33.33%,5,1,13.00%,All Johnny Wilson red zone receiving plays,Johnny Wilson,2024
CLE,3,1,33.33%,13,0,5.30%,1,0,0.00%,0,0,3.70%,All Michael Woods red zone receiving plays,Michael Woods,2024
HOU,3,1,33.33%,4,0,4.70%,1,0,0.00%,0,0,2.80%,All Robert Woods red zone receiving plays,Robert Woods,2024
BAL,2,2,100.00%,17,2,3.30%,1,1,100.00%,6,1,3.30%,All Nelson Agholor red zone receiving plays,Nelson Agholor,2024
MIA,2,0,0.00%,0,0,2.40%,0,0,0,0,0,0.00%,All Robbie Chosen red zone receiving plays,Robbie Chosen,2024
SEA,2,2,100.00%,14,1,3.80%,1,1,100.00%,4,1,3.80%,All Jake Bobo red zone receiving plays,Jake Bobo,2024
NWE,2,1,50.00%,9,1,3.60%,2,1,50.00%,9,1,8.30%,All Kendrick Bourne red zone receiving plays,Kendrick Bourne,2024
CAR,2,2,100.00%,5,0,2.80%,0,0,0.00%,0,0,0.00%,All Jonathon Brooks red zone receiving plays,Jonathon Brooks,2024
KAN,2,1,50.00%,3,0,2.10%,0,0,0.00%,0,0,0.00%,All Marquise Brown red zone receiving plays,Marquise Brown,2024
DEN,2,2,100.00%,-1,1,3.00%,2,2,100.00%,-1,1,6.70%,All Michael Burton red zone receiving plays,Michael Burton,2024
PHI,2,1,50.00%,4,1,3.70%,1,1,100.00%,4,1,4.30%,All Grant Calcaterra red zone receiving plays,Grant Calcaterra,2024
ARI,2,2,100.00%,7,0,3.30%,0,0,0.00%,0,0,0.00%,All Michael Carter red zone receiving plays,Michael Carter,2024
LAC,2,1,50.00%,6,1,4.00%,2,1,50.00%,6,1,9.10%,All DJ Chark red zone receiving plays,DJ Chark,2024
NYJ,2,0,0.00%,0,0,2.30%,1,0,0.00%,0,0,2.40%,All Malachi Corley red zone receiving plays,Malachi Corley,2024
PHI,2,2,100.00%,5,0,3.70%,2,2,100.00%,5,0,8.70%,All Britain Covey red zone receiving plays,Britain Covey,2024
SFO,2,1,50.00%,9,0,2.60%,1,0,0.00%,0,0,2.80%,All Jacob Cowing red zone receiving plays,Jacob Cowing,2024
TAM,2,1,50.00%,17,0,2.60%,0,0,0.00%,0,0,0.00%,All Devin Culp red zone receiving plays,Devin Culp,2024
LAC,2,2,100.00%,27,1,4.00%,0,0,0.00%,0,0,0.00%,All Derius Davis red zone receiving plays,Derius Davis,2024
BUF,2,2,100.00%,7,2,3.40%,2,2,100.00%,7,2,7.10%,All Ray Davis red zone receiving plays,Ray Davis,2024
JAX,2,2,100.00%,10,0,3.40%,1,1,100.00%,2,0,3.30%,All Josiah Deguara red zone receiving plays,Josiah Deguara,2024
TAM,2,2,100.00%,11,2,2.60%,2,2,100.00%,11,2,4.20%,All Payne Durham red zone receiving plays,Payne Durham,2024
JAX,2,2,100.00%,7,0,3.40%,0,0,0,0,0,0.00%,All Devin Duvernay red zone receiving plays,Devin Duvernay,2024
DAL,2,1,50.00%,9,0,3.20%,0,0,0.00%,0,0,0.00%,All Ezekiel Elliott red zone receiving plays,Ezekiel Elliott,2024
CHI,2,0,0.00%,0,0,2.90%,0,0,0.00%,0,0,0.00%,All Gerald Everett red zone receiving plays,Gerald Everett,2024
NWE,2,2,100.00%,19,0,3.60%,0,0,0.00%,0,0,0.00%,All Antonio Gibson red zone receiving plays,Antonio Gibson,2024
IND,2,2,100.00%,15,1,3.60%,1,1,100.00%,2,1,4.50%,All Tyler Goodson red zone receiving plays,Tyler Goodson,2024
CIN,2,2,100.00%,12,0,1.70%,1,1,100.00%,9,0,1.50%,All Cam Grandy red zone receiving plays,Cam Grandy,2024
NYG,2,1,50.00%,13,0,4.50%,1,0,0.00%,0,0,4.20%,All Eric Gray red zone receiving plays,Eric Gray,2024
GNB,2,2,100.00%,6,2,2.80%,2,2,100.00%,6,2,8.00%,All Malik Heath red zone receiving plays,Malik Heath,2024
NOR,2,2,100.00%,7,0,5.10%,0,0,0,0,0,0.00%,All Taysom Hill red zone receiving plays,Taysom Hill,2024
ATL,2,0,0.00%,0,0,3.50%,1,0,0.00%,0,0,5.30%,All KhaDarel Hodge red zone receiving plays,KhaDarel Hodge,2024
HOU,2,0,0.00%,0,0,3.10%,1,0,0.00%,0,0,2.80%,All Xavier Hutchinson red zone receiving plays,Xavier Hutchinson,2024
TAM,2,1,50.00%,6,0,2.60%,1,0,0.00%,0,0,2.10%,All Rakim Jarrett red zone receiving plays,Rakim Jarrett,2024
PHI,2,1,50.00%,7,1,3.70%,1,1,100.00%,7,1,4.30%,All E.J. Jenkins red zone receiving plays,E.J. Jenkins,2024
CHI,2,1,50.00%,10,0,2.90%,0,0,0.00%,0,0,0.00%,All Roschon Johnson red zone receiving plays,Roschon Johnson,2024
SFO,2,2,100.00%,6,1,2.60%,1,1,100.00%,9,1,2.80%,All Kyle Juszczyk red zone receiving plays,Kyle Juszczyk,2024
CLE,2,0,0.00%,0,0,3.50%,0,0,0.00%,0,0,0.00%,All Jacob Kibodi red zone receiving plays,Jacob Kibodi,2024
SFO,2,1,50.00%,13,0,2.60%,1,0,0.00%,0,0,2.80%,All Jordan Mason red zone receiving plays,Jordan Mason,2024
WAS,2,2,100.00%,11,0,2.90%,0,0,0.00%,0,0,0.00%,All Jeremy McNichols red zone receiving plays,Jeremy McNichols,2024
MIA,2,1,50.00%,2,0,2.40%,0,0,0.00%,0,0,0.00%,All Raheem Mostert red zone receiving plays,Raheem Mostert,2024
PIT,2,2,100.00%,16,1,3.50%,1,1,100.00%,4,0,4.00%,All Cordarrelle Patterson red zone receiving plays,Cordarrelle Patterson,2024
BAL,2,2,100.00%,17,1,3.30%,1,1,100.00%,3,1,3.30%,All Patrick Ricard red zone receiving plays,Patrick Ricard,2024
KAN,2,2,100.00%,10,1,2.10%,1,1,100.00%,-3,0,2.20%,All Rashee Rice red zone receiving plays,Rashee Rice,2024
CIN,2,2,100.00%,4,1,1.70%,1,1,100.00%,2,1,1.50%,All Drew Sample red zone receiving plays,Drew Sample,2024
CAR,2,1,50.00%,0,0,2.80%,0,0,0,0,0,0.00%,All Miles Sanders red zone receiving plays,Miles Sanders,2024
NOR,2,0,0.00%,0,0,5.10%,2,0,0.00%,0,0,14.30%,All Rashid Shaheed red zone receiving plays,Rashid Shaheed,2024
GNB,2,1,50.00%,2,0,2.80%,1,1,100.00%,2,0,4.00%,All Ben Sims red zone receiving plays,Ben Sims,2024
DAL,2,0,0.00%,0,0,3.20%,1,0,0.00%,0,0,3.60%,All Brevyn Spann-Ford red zone receiving plays,Brevyn Spann-Ford,2024
TEN,2,2,100.00%,34,1,4.40%,0,0,0.00%,0,0,0.00%,All Tyjae Spears red zone receiving plays,Tyjae Spears,2024
LVR,2,1,50.00%,11,1,3.60%,0,0,0.00%,0,0,0.00%,All DJ Turner red zone receiving plays,DJ Turner,2024
NOR,2,2,100.00%,1,1,5.10%,1,1,100.00%,2,1,7.10%,All Marquez Valdes-Scantling red zone receiving plays,Marquez Valdes-Scantling,2024
PIT,2,1,50.00%,5,1,3.50%,2,1,50.00%,5,1,8.00%,All Darnell Washington red zone receiving plays,Darnell Washington,2024
MIA,2,2,100.00%,4,0,2.40%,1,1,100.00%,4,0,2.50%,All Malik Washington red zone receiving plays,Malik Washington,2024
CLE,2,2,100.00%,8,1,3.50%,1,1,100.00%,1,1,3.70%,All Blake Whiteheart red zone receiving plays,Blake Whiteheart,2024
LAR,2,0,0.00%,0,0,2.70%,2,0,0.00%,0,0,5.10%,All Jordan Whittington red zone receiving plays,Jordan Whittington,2024
NYJ,2,0,0.00%,0,0,2.30%,1,0,0.00%,0,0,2.40%,All Mike Williams red zone receiving plays,Mike Williams,2024
GNB,2,2,100.00%,3,0,2.80%,0,0,0.00%,0,0,0.00%,All Emanuel Wilson red zone receiving plays,Emanuel Wilson,2024
NYJ,1,1,100.00%,12,1,1.20%,0,0,0.00%,0,0,0.00%,All Braelon Allen red zone receiving plays,Braelon Allen,2024
CIN,1,1,100.00%,9,0,0.90%,0,0,0.00%,0,0,0.00%,All Erick All red zone receiving plays,Erick All,2024
DEN,1,1,100.00%,2,0,1.50%,0,0,0.00%,0,0,0.00%,All Tyler Badie red zone receiving plays,Tyler Badie,2024
WAS,1,1,100.00%,14,0,1.50%,0,0,0,0,0,0.00%,All John Bates red zone receiving plays,John Bates,2024
CLE,1,1,100.00%,12,0,1.80%,0,0,0,0,0,0.00%,All David Bell red zone receiving plays,David Bell,2024
